,council_name,number,person_name
14334,平成11年 第2回臨時会（第1日5月19日）,16,岡本茂
14335,平成11年 第2回臨時会（第1日5月19日）,17,堀田和喜
14336,平成11年 第2回臨時会（第1日5月19日）,18,松雪芳信
14337,平成11年 第2回臨時会（第1日5月19日）,19,森清
14338,平成11年 第2回臨時会（第1日5月19日）,20,二木洋子
14339,平成11年 第2回臨時会（第1日5月19日）,21,池下節夫
14340,平成11年 第2回臨時会（第1日5月19日）,22,須磨章
14341,平成11年 第2回臨時会（第1日5月19日）,23,小野貞雄
14342,平成11年 第2回臨時会（第1日5月19日）,24,川口雅夫
14343,平成11年 第2回臨時会（第1日5月19日）,25,源久忠仁
14344,平成11年 第2回臨時会（第1日5月19日）,26,福井浩二
14345,平成11年 第2回臨時会（第1日5月19日）,27,石橋守
14346,平成11年 第2回臨時会（第1日5月19日）,28,根来勝利
14347,平成11年 第2回臨時会（第1日5月19日）,29,大川肇
14348,平成11年 第2回臨時会（第1日5月19日）,30,岡本嗣郎
14349,平成11年 第2回臨時会（第1日5月19日）,31,高須賀嘉章
14350,平成11年 第2回臨時会（第1日5月19日）,32,新家末吉
14351,平成11年 第2回臨時会（第1日5月19日）,33,久保隆夫
14352,平成11年 第2回臨時会（第1日5月19日）,34,段野啓三
14353,平成11年 第2回臨時会（第1日5月19日）,35,村田君江
14354,平成11年 第2回臨時会（第1日5月19日）,36,鳥本高男
14355,平成11年 第2回臨時会（第2日5月21日）,1,三本登
14356,平成11年 第2回臨時会（第2日5月21日）,2,角芳春
14357,平成11年 第2回臨時会（第2日5月21日）,3,小西弘泰
14358,平成11年 第2回臨時会（第2日5月21日）,4,吉田康人
14359,平成11年 第2回臨時会（第2日5月21日）,5,林啓二
14360,平成11年 第2回臨時会（第2日5月21日）,6,中浜実
14361,平成11年 第2回臨時会（第2日5月21日）,7,久保隆
14362,平成11年 第2回臨時会（第2日5月21日）,8,安好一弘
14363,平成11年 第2回臨時会（第2日5月21日）,9,中村玲子
14364,平成11年 第2回臨時会（第2日5月21日）,10,橋本恵美子
14365,平成11年 第2回臨時会（第2日5月21日）,11,市田忠夫
14366,平成11年 第2回臨時会（第2日5月21日）,12,岩為俊
14367,平成11年 第2回臨時会（第2日5月21日）,13,藤田頼夫
14368,平成11年 第2回臨時会（第2日5月21日）,14,稲垣芳広
14369,平成11年 第2回臨時会（第2日5月21日）,15,筒井俊雄
14370,平成11年 第2回臨時会（第2日5月21日）,16,岡本茂
14371,平成11年 第2回臨時会（第2日5月21日）,17,堀田和喜
14372,平成11年 第2回臨時会（第2日5月21日）,18,松雪芳信
14373,平成11年 第2回臨時会（第2日5月21日）,19,森清
14374,平成11年 第2回臨時会（第2日5月21日）,20,二木洋子
14375,平成11年 第2回臨時会（第2日5月21日）,21,池下節夫
14376,平成11年 第2回臨時会（第2日5月21日）,22,須磨章
14377,平成11年 第2回臨時会（第2日5月21日）,23,小野貞雄
14378,平成11年 第2回臨時会（第2日5月21日）,24,川口雅夫
14379,平成11年 第2回臨時会（第2日5月21日）,25,源久忠仁
14380,平成11年 第2回臨時会（第2日5月21日）,26,福井浩二
14381,平成11年 第2回臨時会（第2日5月21日）,27,石橋守
14382,平成11年 第2回臨時会（第2日5月21日）,28,根来勝利
14383,平成11年 第2回臨時会（第2日5月21日）,29,大川肇
14384,平成11年 第2回臨時会（第2日5月21日）,30,岡本嗣郎
14385,平成11年 第2回臨時会（第2日5月21日）,31,高須賀嘉章
14386,平成11年 第2回臨時会（第2日5月21日）,32,新家末吉
14387,平成11年 第2回臨時会（第2日5月21日）,33,久保隆夫
14388,平成11年 第2回臨時会（第2日5月21日）,34,段野啓三
14389,平成11年 第2回臨時会（第2日5月21日）,35,村田君江
14390,平成11年 第2回臨時会（第2日5月21日）,36,鳥本高男
14391,平成11年 第3回定例会（第1日6月18日）,1,三本登
14392,平成11年 第3回定例会（第1日6月18日）,2,角芳春
14393,平成11年 第3回定例会（第1日6月18日）,3,小西弘泰
14394,平成11年 第3回定例会（第1日6月18日）,4,吉田康人
14395,平成11年 第3回定例会（第1日6月18日）,5,林啓二
14396,平成11年 第3回定例会（第1日6月18日）,6,中浜実
14397,平成11年 第3回定例会（第1日6月18日）,7,久保隆
14398,平成11年 第3回定例会（第1日6月18日）,8,安好一弘
14399,平成11年 第3回定例会（第1日6月18日）,9,中村玲子
14400,平成11年 第3回定例会（第1日6月18日）,10,橋本恵美子
14401,平成11年 第3回定例会（第1日6月18日）,11,市田忠夫
14402,平成11年 第3回定例会（第1日6月18日）,12,岩為俊
14403,平成11年 第3回定例会（第1日6月18日）,13,藤田頼夫
14404,平成11年 第3回定例会（第1日6月18日）,14,稲垣芳広
14405,平成11年 第3回定例会（第1日6月18日）,15,筒井俊雄
14406,平成11年 第3回定例会（第1日6月18日）,16,岡本茂
14407,平成11年 第3回定例会（第1日6月18日）,17,堀田和喜
14408,平成11年 第3回定例会（第1日6月18日）,18,松雪芳信
14409,平成11年 第3回定例会（第1日6月18日）,19,森清
14410,平成11年 第3回定例会（第1日6月18日）,20,二木洋子
14411,平成11年 第3回定例会（第1日6月18日）,21,池下節夫
14412,平成11年 第3回定例会（第1日6月18日）,22,須磨章
14413,平成11年 第3回定例会（第1日6月18日）,23,小野貞雄
14414,平成11年 第3回定例会（第1日6月18日）,24,川口雅夫
14415,平成11年 第3回定例会（第1日6月18日）,25,源久忠仁
14416,平成11年 第3回定例会（第1日6月18日）,26,福井浩二
14417,平成11年 第3回定例会（第1日6月18日）,27,石橋守
14418,平成11年 第3回定例会（第1日6月18日）,28,根来勝利
14419,平成11年 第3回定例会（第1日6月18日）,29,大川肇
14420,平成11年 第3回定例会（第1日6月18日）,30,岡本嗣郎
14421,平成11年 第3回定例会（第1日6月18日）,31,高須賀嘉章
14422,平成11年 第3回定例会（第1日6月18日）,32,新家末吉
14423,平成11年 第3回定例会（第1日6月18日）,33,久保隆夫
14424,平成11年 第3回定例会（第1日6月18日）,34,段野啓三
14425,平成11年 第3回定例会（第1日6月18日）,35,村田君江
14426,平成11年 第3回定例会（第1日6月18日）,36,鳥本高男
14427,平成11年 第3回定例会（第2日6月25日）,1,三本登
14428,平成11年 第3回定例会（第2日6月25日）,2,角芳春
14429,平成11年 第3回定例会（第2日6月25日）,3,小西弘泰
14430,平成11年 第3回定例会（第2日6月25日）,4,吉田康人
14431,平成11年 第3回定例会（第2日6月25日）,5,林啓二
14432,平成11年 第3回定例会（第2日6月25日）,6,中浜実
14433,平成11年 第3回定例会（第2日6月25日）,7,久保隆
14434,平成11年 第3回定例会（第2日6月25日）,8,安好一弘
14435,平成11年 第3回定例会（第2日6月25日）,9,中村玲子
14436,平成11年 第3回定例会（第2日6月25日）,10,橋本恵美子
14437,平成11年 第3回定例会（第2日6月25日）,11,市田忠夫
14438,平成11年 第3回定例会（第2日6月25日）,12,岩為俊
14439,平成11年 第3回定例会（第2日6月25日）,13,藤田頼夫
14440,平成11年 第3回定例会（第2日6月25日）,14,稲垣芳広
14441,平成11年 第3回定例会（第2日6月25日）,15,筒井俊雄
14442,平成11年 第3回定例会（第2日6月25日）,16,岡本茂
14443,平成11年 第3回定例会（第2日6月25日）,17,堀田和喜
14444,平成11年 第3回定例会（第2日6月25日）,18,松雪芳信
14445,平成11年 第3回定例会（第2日6月25日）,19,森清
14446,平成11年 第3回定例会（第2日6月25日）,20,二木洋子
14447,平成11年 第3回定例会（第2日6月25日）,21,池下節夫
14448,平成11年 第3回定例会（第2日6月25日）,22,須磨章
14449,平成11年 第3回定例会（第2日6月25日）,24,川口雅夫
14450,平成11年 第3回定例会（第2日6月25日）,25,源久忠仁
14451,平成11年 第3回定例会（第2日6月25日）,26,福井浩二
14452,平成11年 第3回定例会（第2日6月25日）,27,石橋守
14453,平成11年 第3回定例会（第2日6月25日）,28,根来勝利
14454,平成11年 第3回定例会（第2日6月25日）,29,大川肇
14455,平成11年 第3回定例会（第2日6月25日）,30,岡本嗣郎
14456,平成11年 第3回定例会（第2日6月25日）,31,高須賀嘉章
14457,平成11年 第3回定例会（第2日6月25日）,32,新家末吉
14458,平成11年 第3回定例会（第2日6月25日）,33,久保隆夫
14459,平成11年 第3回定例会（第2日6月25日）,34,段野啓三
14460,平成11年 第3回定例会（第2日6月25日）,35,村田君江
